2021-03-09;3.5;Running;00:25:00;
2021-03-11;3.5;Running;00:25:00;
2021-03-13;;Strength;00:25:00;
2021-03-14;30.0;Bicycle;02:00:00;


* General Endurance (7, 2021-03-15 .. 2021-03-21)
2021-03-16;3.5;Running;00:25:00;
2021-03-18;3.5;Running;00:25:00;
2021-03-20;;Strength;00:25:00;
2021-03-21;30.0;Bicycle;02:00:00;


* General Regeneration (7, 2021-03-22 .. 2021-03-28)
2021-03-23;30.0;Bicycle;01:15:00;
2021-03-25;3.5;Running;00:25:00;
2021-03-28;30.0;Bicycle;01:15:00;



* Bicycle (231 2021-03-29 .. 2021-11-14)

* Basics Endurance Bicycle (77 2021-03-29 .. 2021-06-13)

* Focus Bicycle (7, 2021-03-29 .. 2021-04-04)
2021-03-30;30.0;Bicycle;01:15:00;
2021-04-01;3.5;Running;00:25:00;
2021-04-01;;Strength;00:25:00;
2021-04-04;40.0;Bicycle;02:00:00;


* Focus Bicycle (7, 2021-04-05 .. 2021-04-11)
2021-04-06;30.0;Bicycle;01:15:00;
2021-04-08;3.5;Running;00:25:00;
2021-04-08;;Strength;00:25:00;
2021-04-11;40.0;Bicycle;02:00:00;


* Focus Bicycle (7, 2021-04-12 .. 2021-04-18)
2021-04-13;30.0;Bicycle;01:15:00;
2021-04-15;3.5;Running;00:25:00;
2021-04-15;;Strength;00:25:00;
2021-04-18;40.0;Bicycle;02:00:00;


* General Regeneration (7, 2021-04-19 .. 2021-04-25)
2021-04-20;30.0;Bicycle;01:15:00;
2021-04-22;3.5;Running;00:25:00;
2021-04-25;30.0;Bicycle;01:15:00;


* Focus Bicycle (7, 2021-04-26 .. 2021-05-02)
2021-04-27;30.0;Bicycle;01:15:00;
2021-04-29;3.5;Running;00:25:00;
2021-04-29;;Strength;00:25:00;
2021-05-02;40.0;Bicycle;02:00:00;


* Focus Bicycle (7, 2021-05-03 .. 2021-05-09)
2021-05-04;35.0;Bicycle;01:30:00;
2021-05-06;4.2;Running;00:30:00;
2021-05-06;;Strength;00:30:00;
2021-05-09;50.0;Bicycle;02:25:00;


* Focus Bicycle (7, 2021-05-10 .. 2021-05-16)
2021-05-11;35.0;Bicycle;01:30:00;
2021-05-13;4.2;Running;00:30:00;
2021-05-13;;Strength;00:30:00;
2021-05-16;50.0;Bicycle;02:25:00;


* General Regeneration (7, 2021-05-17 .. 2021-05-23)
2021-05-18;30.0;Bicycle;01:15:00;
2021-05-20;3.5;Running;00:25:00;
2021-05-23;30.0;Bicycle;01:15:00;


* Focus Bicycle (7, 2021-05-24 .. 2021-05-30)
2021-05-25;40.0;Bicycle;01:50:00;
2021-05-27;5.0;Running;00:35:00;
2021-05-27;;Strength;00:35:00;
2021-05-30;60.0;Bicycle;02:55:00;


* Focus Bicycle (7, 2021-05-31 .. 2021-06-06)
2021-06-01;40.0;Bicycle;01:50:00;
2021-06-03;5.0;Running;00:35:00;
2021-06-03;;Strength;00:35:00;
2021-06-06;60.0;Bicycle;02:55:00;


* General Regeneration (7, 2021-06-07 .. 2021-06-13)
2021-06-08;30.0;Bicycle;01:15:00;
2021-06-10;3.5;Running;00:25:00;
2021-06-13;30.0;Bicycle;01:15:00;



* Buildup Bicycle Speed (28 2021-06-14 .. 2021-07-11)

* Focus Bicycle Speed (7, 2021-06-14 .. 2021-06-20)
2021-06-15;30.0;Bicycle;01:15:00;
2021-06-17;3.5;Running;00:25:00;
2021-06-17;;Strength;00:25:00;
2021-06-19;;Strength;00:25:00;
2021-06-20;40.0;Bicycle;02:00:00;


* Focus Bicycle Speed (7, 2021-06-21 .. 2021-06-27)
2021-06-22;30.0;Bicycle;01:15:00;
2021-06-24;3.5;Running;00:25:00;
2021-06-24;;Strength;00:25:00;
2021-06-26;;Strength;00:25:00;
2021-06-27;40.0;Bicycle;02:00:00;


* General Regeneration (7, 2021-06-28 .. 2021-07-04)
2021-06-29;30.0;Bicycle;01:15:00;
2021-07-01;3.5;Running;00:25:00;
2021-07-04;30.0;Bicycle;01:15:00;


* Focus Bicycle Speed (7, 2021-07-05 .. 2021-07-11)
2021-07-06;30.0;Bicycle;01:15:00;
2021-07-08;3.5;Running;00:25:00;
2021-07-08;;Strength;00:25:00;
2021-07-10;;Strength;00:25:00;
2021-07-11;40.0;Bicycle;02:00:00;



* Buildup Bicycle Speed (21 2021-07-12 .. 2021-08-01)


* Basics Endurance Bicycle (77 2021-08-02 .. 2021-10-17)

* Focus Bicycle (7, 2021-08-02 .. 2021-08-08)
2021-08-03;30.0;Bicycle;01:15:00;
2021-08-05;3.5;Running;00:25:00;
2021-08-05;;Strength;00:25:00;
2021-08-08;40.0;Bicycle;02:00:00;


* Focus Bicycle (7, 2021-08-09 .. 2021-08-15)
2021-08-10;30.0;Bicycle;01:15:00;
2021-08-12;3.5;Running;00:25:00;
2021-08-12;;Strength;00:25:00;
2021-08-15;40.0;Bicycle;02:00:00;


* Focus Bicycle (7, 2021-08-16 .. 2021-08-22)
2021-08-17;30.0;Bicycle;01:15:00;
2021-08-19;3.5;Running;00:25:00;
2021-08-19;;Strength;00:25:00;
2021-08-22;40.0;Bicycle;02:00:00;


* General Regeneration (7, 2021-08-23 .. 2021-08-29)
2021-08-24;30.0;Bicycle;01:15:00;
2021-08-26;3.5;Running;00:25:00;
2021-08-29;30.0;Bicycle;01:15:00;


* Focus Bicycle (7, 2021-08-30 .. 2021-09-05)
2021-08-31;30.0;Bicycle;01:15:00;
2021-09-02;3.5;Running;00:25:00;
2021-09-02;;Strength;00:25:00;
2021-09-05;40.0;Bicycle;02:00:00;


* Focus Bicycle (7, 2021-09-06 .. 2021-09-12)
2021-09-07;35.0;Bicycle;01:30:00;
2021-09-09;4.2;Running;00:30:00;
2021-09-09;;Strength;00:30:00;
2021-09-12;50.0;Bicycle;02:25:00;


* Focus Bicycle (7, 2021-09-13 .. 2021-09-19)
2021-09-14;35.0;Bicycle;01:30:00;
2021-09-16;4.2;Running;00:30:00;
2021-09-16;;Strength;00:30:00;
2021-09-19;50.0;Bicycle;02:25:00;


* General Regeneration (7, 2021-09-20 .. 2021-09-26)
2021-09-21;30.0;Bicycle;01:15:00;
2021-09-23;3.5;Running;00:25:00;
2021-09-26;30.0;Bicycle;01:15:00;


* Focus Bicycle (7, 2021-09-27 .. 2021-10-03)
2021-09-28;40.0;Bicycle;01:50:00;
2021-09-30;5.0;Running;00:35:00;
2021-09-30;;Strength;00:35:00;
2021-10-03;60.0;Bicycle;02:55:00;


* Focus Bicycle (7, 2021-10-04 .. 2021-10-10)
2021-10-05;40.0;Bicycle;01:50:00;
2021-10-07;5.0;Running;00:35:00;
2021-10-07;;Strength;00:35:00;
2021-10-10;60.0;Bicycle;02:55:00;


* General Regeneration (7, 2021-10-11 .. 2021-10-17)
2021-10-12;30.0;Bicycle;01:15:00;
2021-10-14;3.5;Running;00:25:00;
2021-10-17;30.0;Bicycle;01:15:00;



* Buildup Bicycle Speed (28 2021-10-18 .. 2021-11-14)

* Focus Bicycle Speed (7, 2021-10-18 .. 2021-10-24)
2021-10-19;30.0;Bicycle;01:15:00;
2021-10-21;3.5;Running;00:25:00;
2021-10-21;;Strength;00:25:00;
2021-10-23;;Strength;00:25:00;
2021-10-24;40.0;Bicycle;02:00:00;


* Focus Bicycle Speed (7, 2021-10-25 .. 2021-10-31)
2021-10-26;30.0;Bicycle;01:15:00;
2021-10-28;3.5;Running;00:25:00;
2021-10-28;;Strength;00:25:00;
2021-10-30;;Strength;00:25:00;
2021-10-31;40.0;Bicycle;02:00:00;


* General Regeneration (7, 2021-11-01 .. 2021-11-07)
2021-11-02;30.0;Bicycle;01:15:00;
2021-11-04;3.5;Running;00:25:00;
2021-11-07;30.0;Bicycle;01:15:00;


* Focus Bicycle Speed (7, 2021-11-08 .. 2021-11-14)
2021-11-09;30.0;Bicycle;01:15:00;
2021-11-11;3.5;Running;00:25:00;
2021-11-11;;Strength;00:25:00;
2021-11-13;;Strength;00:25:00;
2021-11-14;40.0;Bicycle;02:00:00;




* Running (112 2021-11-15 .. 2022-03-06)

* Specific Basics Running (42 2021-11-15 .. 2021-12-26)

* Focus Running (7, 2021-11-15 .. 2021-11-21)
2021-11-17;3.5;Running;00:25:00;
2021-11-18;;Strength;00:25:00;
2021-11-19;3.5;Running;02:30:00;
2021-11-21;30.0;Bicycle;01:25:00;


* Focus Running (7, 2021-11-22 .. 2021-11-28)
2021-11-24;3.5;Running;00:25:00;
2021-11-25;;Strength;00:25:00;
2021-11-26;3.5;Running;02:30:00;
2021-11-28;30.0;Bicycle;01:25:00;


* General Regeneration (7, 2021-11-29 .. 2021-12-05)
2021-11-30;30.0;Bicycle;01:15:00;
2021-12-02;3.5;Running;00:25:00;
2021-12-05;30.0;Bicycle;01:15:00;


* Focus Running (7, 2021-12-06 .. 2021-12-12)
2021-12-08;4.2;Running;00:30:00;
2021-12-09;;Strength;00:30:00;
2021-12-10;4.2;Running;03:00:00;
2021-12-12;35.0;Bicycle;01:40:00;


* Focus Running (7, 2021-12-13 .. 2021-12-19)
2021-12-15;4.2;Running;00:30:00;
2021-12-16;;Strength;00:30:00;
2021-12-17;4.2;Running;03:00:00;
2021-12-19;35.0;Bicycle;01:40:00;


* General Regeneration (7, 2021-12-20 .. 2021-12-26)
2021-12-21;30.0;Bicycle;01:15:00;
2021-12-23;3.5;Running;00:25:00;
2021-12-26;30.0;Bicycle;01:15:00;



* Highlight Running Distance (7, 2021-12-27 .. 2022-01-02)
2022-01-02;10.0;Running;01:00:00; Running min. 10 km


* Highlight Running Distance (14, 2022-01-03 .. 2022-01-16)


* Buildup Running Speed (21 2022-01-17 .. 2022-02-06)

* Focus Running (7, 2022-01-17 .. 2022-01-23)
2022-01-18;30.0;Bicycle;01:25:00;
2022-01-20;5.0;Bicycle;00:25:00;
2022-01-20;;Strength;00:25:00;
2022-01-23;5.0;Bicycle;02:30:00;


* Focus Running (7, 2022-01-24 .. 2022-01-30)
2022-01-25;30.0;Bicycle;01:25:00;
2022-01-27;5.0;Bicycle;00:25:00;
2022-01-27;;Strength;00:25:00;
2022-01-30;5.0;Bicycle;02:30:00;


* General Regeneration (7, 2022-01-31 .. 2022-02-06)
2022-02-01;30.0;Bicycle;01:15:00;
2022-02-03;3.5;Running;00:25:00;
2022-02-06;30.0;Bicycle;01:15:00;



* Buildup Running Speed (21 2022-02-07 .. 2022-02-27)

* Focus Running (7, 2022-02-07 .. 2022-02-13)
2022-02-08;30.0;Bicycle;01:25:00;
2022-02-10;5.0;Bicycle;00:25:00;
2022-02-10;;Strength;00:25:00;
2022-02-13;5.0;Bicycle;02:30:00;


* Focus Running (7, 2022-02-14 .. 2022-02-20)
2022-02-15;30.0;Bicycle;01:25:00;
2022-02-17;5.0;Bicycle;00:25:00;
2022-02-17;;Strength;00:25:00;
2022-02-20;5.0;Bicycle;02:30:00;


* General Regeneration (7, 2022-02-21 .. 2022-02-27)
2022-02-22;30.0;Bicycle;01:15:00;
2022-02-24;3.5;Running;00:25:00;
2022-02-27;30.0;Bicycle;01:15:00;



* Highlight Running Distance (7, 2022-02-28 .. 2022-03-06)
2022-03-06;10.0;Running;01:00:00; Running min. 10 km


